Freq.	V(vout)
5.49540873857622e+01	(-2.35847159540448e+01dB,-1.57759825544426e+02°)
5.62341325190346e+01	(-2.39807063281361e+01dB,-1.58281611185280e+02°)
5.75439937337154e+01	(-2.43769458254157e+01dB,-1.58790569286348e+02°)
5.88843655355586e+01	(-2.47734173578968e+01dB,-1.59287045860891e+02°)
6.02559586074355e+01	(-2.51701051000460e+01dB,-1.59771376483820e+02°)
6.16595001861479e+01	(-2.55669943919618e+01dB,-1.60243886585113e+02°)
6.30957344480190e+01	(-2.59640716499340e+01dB,-1.60704891745502e+02°)
6.45654229034652e+01	(-2.63613242838577e+01dB,-1.61154697992398e+02°)
6.60693448007593e+01	(-2.67587406210077e+01dB,-1.61593602094365e+02°)
6.76082975391978e+01	(-2.71563098357070e+01dB,-1.62021891852710e+02°)
6.91830970918933e+01	(-2.75540218844522e+01dB,-1.62439846389036e+02°)
7.07945784384134e+01	(-2.79518674460883e+01dB,-1.62847736427777e+02°)
7.24435960074986e+01	(-2.83498378666501e+01dB,-1.63245824572968e+02°)
7.41310241300914e+01	(-2.87479251085150e+01dB,-1.63634365578620e+02°)
7.58577575029180e+01	(-2.91461217035361e+01dB,-1.64013606612247e+02°)
7.76247116628688e+01	(-2.95444207098479e+01dB,-1.64383787511175e+02°)
7.94328234724277e+01	(-2.99428156720589e+01dB,-1.64745141031410e+02°)
8.12830516164095e+01	(-3.03413005845679e+01dB,-1.65097893088880e+02°)
8.31763771102667e+01	(-3.07398698577565e+01dB,-1.65442262992978e+02°)
8.51138038202372e+01	(-3.11385182868338e+01dB,-1.65778463672380e+02°)
8.70963589956076e+01	(-3.15372410231219e+01dB,-1.66106701893160e+02°)
8.91250938133741e+01	(-3.19360335475897e+01dB,-1.66427178469287e+02°)
9.12010839355905e+01	(-3.23348916464568e+01dB,-1.66740088465591e+02°)
9.33254300796986e+01	(-3.27338113887012e+01dB,-1.67045621393351e+02°)
9.54992586021431e+01	(-3.31327891053208e+01dB,-1.67343961398662e+02°)
9.77237220955805e+01	(-3.35318213702082e+01dB,-1.67635287443750e+02°)
9.99999999999995e+01	(-3.39309049825094e+01dB,-1.67919773481433e+02°)
1.02329299228075e+02	(-3.43300369503481e+01dB,-1.68197588622942e+02°)
1.04712854805089e+02	(-3.47292144758077e+01dB,-1.68468897299281e+02°)
1.07151930523760e+02	(-3.51284349410681e+01dB,-1.68733859416382e+02°)
1.09647819614318e+02	(-3.55276958956072e+01dB,-1.68992630504234e+02°)
1.12201845430196e+02	(-3.59269950443811e+01dB,-1.69245361860229e+02°)
1.14815362149688e+02	(-3.63263302369054e+01dB,-1.69492200686931e+02°)
1.17489755493952e+02	(-3.67256994571648e+01dB,-1.69733290224483e+02°)
1.20226443461741e+02	(-3.71251008142862e+01dB,-1.69968769877870e+02°)
1.23026877081237e+02	(-3.75245325339148e+01dB,-1.70198775339237e+02°)
1.25892541179416e+02	(-3.79239929502357e+01dB,-1.70423438705465e+02°)
1.28824955169313e+02	(-3.83234804985921e+01dB,-1.70642888591211e+02°)
1.31825673855640e+02	(-3.87229937086513e+01dB,-1.70857250237595e+02°)
1.34896288259165e+02	(-3.91225311980765e+01dB,-1.71066645616713e+02°)
1.38038426460288e+02	(-3.95220916666636e+01dB,-1.71271193532178e+02°)
1.41253754462275e+02	(-3.99216738909075e+01dB,-1.71471009715832e+02°)
1.44543977074592e+02	(-4.03212767189636e+01dB,-1.71666206920816e+02°)
1.47910838816820e+02	(-4.07208990659743e+01dB,-1.71856895011151e+02°)
1.51356124843620e+02	(-4.11205399097316e+01dB,-1.72043181047977e+02°)
1.54881661891247e+02	(-4.15201982866503e+01dB,-1.72225169372616e+02°)
1.58489319246110e+02	(-4.19198732880272e+01dB,-1.72402961686564e+02°)
