Freq.	V(vout)
2.95120922666635e+003	(-1.53678816759207e+001dB,6.46739341907165e+001°)
3.01995172040198e+003	(-1.56348643187558e+001dB,6.37581891883517e+001°)
3.09029543251356e+003	(-1.59044208590846e+001dB,6.28447648999638e+001°)
3.16227766016835e+003	(-1.61765571266195e+001dB,6.19338749597676e+001°)
3.23593656929625e+003	(-1.64512775147066e+001dB,6.10257407686535e+001°)
3.31131121482588e+003	(-1.67285848836533e+001dB,6.01205908907213e+001°)
3.38844156139199e+003	(-1.70084804716014e+001dB,5.92186603989369e+001°)
3.46736850452528e+003	(-1.72909638136082e+001dB,5.83201901743737e+001°)
3.54813389233572e+003	(-1.75760326695273e+001dB,5.74254261639320e+001°)
3.63078054770097e+003	(-1.78636829612109e+001dB,5.65346186018110e+001°)
